tarih1,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
03-22,izmir-kemalpasa,5.333333333333333,0.3333333333333333,9.033333333333333,35.666666666666664,0.0,80.2,152.13333333333333,1.7999999999999998,13.733333333333334,8.133333333333333,0.0
03-22,izmir-kinik,1.5,1.0,5.550000000000001,8.25,0.0,81.44999999999999,62.75,2.9,1.0,3.3,0.0
03-22,izmir-kiraz,2.3333333333333335,0.3333333333333333,9.633333333333333,18.133333333333333,0.0,63.56666666666666,68.3,1.4000000000000001,8.266666666666667,8.933333333333332,0.0
03-22,izmir-konak,9.666666666666666,1.3333333333333333,10.433333333333332,46.333333333333336,0.0,81.13333333333333,68.33333333333333,2.2333333333333334,22.53333333333333,9.833333333333334,0.0
03-22,izmir-menderes,9.0,0.0,8.4,51.63333333333333,0.0,80.46666666666667,161.7,2.1999999999999997,24.0,7.400000000000001,0.0
03-22,izmir-menemen,6.666666666666667,1.6666666666666667,9.066666666666666,34.4,0.0,81.96666666666667,61.666666666666664,2.733333333333333,22.400000000000002,8.0,0.0
03-22,izmir-narlidere,2.0,0.0,9.1,49.05,0.0,75.8,51.7,2.5999999999999996,38.1,8.049999999999999,0.0
03-22,izmir-odemis,7.666666666666667,0.6666666666666666,10.766666666666666,18.2,0.0,58.800000000000004,212.13333333333333,1.0,7.133333333333333,10.666666666666666,0.0
03-22,izmir-seferihisar,7.666666666666667,0.3333333333333333,10.833333333333334,55.4,0.0,69.03333333333333,58.43333333333334,4.433333333333333,24.933333333333334,9.0,0.0
03-22,izmir-selcuk,1.5,1.5,12.55,45.900000000000006,0.0,94.2,183.89999999999998,0.9,17.05,13.45,0.0
03-22,izmir-tire,8.666666666666666,1.3333333333333333,8.966666666666667,19.533333333333335,0.0,70.8,117.83333333333333,1.9333333333333336,6.333333333333333,8.0,0.0
03-22,izmir-torbali,6.0,0.3333333333333333,8.5,41.36666666666667,0.0,80.8,35.06666666666666,1.8666666666666665,10.799999999999999,7.566666666666667,0.0
03-22,izmir-urla,8.333333333333334,1.3333333333333333,9.9,53.800000000000004,0.0,73.26666666666667,63.4,3.4333333333333336,27.03333333333333,8.366666666666667,0.0
03-22,manisa-ahmetli,2.3333333333333335,0.0,6.633333333333333,17.76666666666667,0.0,74.56666666666666,155.43333333333334,2.4,9.633333333333333,5.366666666666667,0.0
03-22,manisa-akhisar,8.666666666666666,1.6666666666666667,7.8,24.599999999999998,0.0,77.43333333333334,189.83333333333334,1.5999999999999999,11.533333333333333,6.766666666666667,0.0
03-22,manisa-alasehir,17.666666666666668,0.3333333333333333,8.766666666666666,17.666666666666668,0.0,71.83333333333333,252.13333333333335,1.0666666666666667,9.033333333333333,8.433333333333334,0.0
03-22,manisa-demirci,4.5,1.0,8.65,32.7,0.0,82.9,74.55000000000001,1.1,15.4,8.2,0.0
03-22,manisa-golmarmara,2.5,0.0,6.7,16.25,0.0,83.55,176.15,1.4500000000000002,1.0,5.550000000000001,0.0
03-22,manisa-gordes,7.0,1.0,5.233333333333333,19.4,0.0,75.33333333333333,141.13333333333333,2.3333333333333335,9.5,3.4333333333333336,0.0
03-22,manisa-kirkagac,1.3333333333333333,0.6666666666666666,6.5,38.53333333333333,0.0,84.39999999999999,107.30000000000001,1.9666666666666666,17.5,5.166666666666667,0.0
03-22,manisa-koprubasi,1.0,0.3333333333333333,8.166666666666666,17.4,0.0,80.43333333333332,128.0666666666667,1.8,9.266666666666667,7.266666666666667,0.0
03-22,manisa-kula,3.3333333333333335,0.6666666666666666,6.433333333333334,17.26666666666667,0.0,66.5,157.53333333333333,2.766666666666667,9.799999999999999,4.499999999999999,0.0
03-22,manisa-salihli,16.666666666666668,1.3333333333333333,10.333333333333334,18.333333333333332,0.0,63.300000000000004,235.83333333333334,0.7666666666666666,11.1,10.366666666666667,0.0
03-22,manisa-sarigol,2.6666666666666665,1.3333333333333333,9.200000000000001,17.566666666666666,0.0,60.73333333333333,220.0333333333333,1.0333333333333334,9.0,9.1,0.0
03-22,manisa-saruhanli,4.333333333333333,0.0,8.166666666666666,30.900000000000002,0.0,76.53333333333333,129.63333333333335,2.6333333333333333,12.333333333333334,6.666666666666667,0.0
03-22,manisa-sehzadeler,8.333333333333334,0.0,8.6,30.733333333333334,0.0,81.56666666666666,147.86666666666667,1.5666666666666667,13.966666666666667,8.033333333333333,0.0
03-22,manisa-selendi,4.5,0.0,5.6,0.4,0.0,80.4,57.15,2.7,1.0,3.8000000000000003,0.0
03-22,manisa-soma,3.6666666666666665,0.6666666666666666,7.433333333333334,44.300000000000004,0.0,78.13333333333334,117.8,2.1999999999999997,17.900000000000002,6.166666666666667,0.0
03-22,manisa-turgutlu,15.333333333333334,0.3333333333333333,8.299999999999999,26.53333333333333,0.0,73.60000000000001,192.5666666666667,0.6,10.533333333333333,8.266666666666667,0.0
03-22,manisa-yunusemre,10.666666666666666,2.0,8.700000000000001,30.7,0.0,81.63333333333334,148.23333333333332,1.6333333333333335,14.066666666666668,8.133333333333333,0.0
03-23,izmir-aliaga,5.666666666666667,1.3333333333333333,10.266666666666667,33.7,0.0,80.83333333333333,97.39999999999999,5.533333333333332,18.733333333333334,8.433333333333334,0.0
03-23,izmir-balcova,1.0,0.0,9.95,31.6,0.0,75.15,98.25,2.8,3.1,8.9,0.0
03-23,izmir-bayindir,2.6666666666666665,0.0,9.4,33.96666666666667,0.0,83.8,56.300000000000004,2.9,5.766666666666667,8.200000000000001,0.0
03-23,izmir-bayrakli,7.333333333333333,3.6666666666666665,9.700000000000001,30.433333333333334,0.0,85.93333333333334,94.13333333333333,3.0666666666666664,11.9,8.566666666666668,0.0
03-23,izmir-bergama,7.0,4.333333333333333,8.5,52.26666666666667,0.0,86.86666666666667,113.96666666666665,3.433333333333333,26.96666666666667,6.766666666666667,0.0
03-23,izmir-beydag,1.0,0.0,8.6,44.8,0.0,65.05,123.75,1.1,16.75,8.15,0.0
03-23,izmir-bornova,10.666666666666666,0.3333333333333333,8.799999999999999,33.06666666666667,0.0,89.06666666666666,96.46666666666665,3.1,14.0,7.3999999999999995,0.0
03-23,izmir-buca,8.333333333333334,4.0,9.299999999999999,21.8,0.0,84.66666666666667,85.89999999999999,2.6333333333333333,4.3,8.266666666666667,0.0
03-23,izmir-cesme,15.666666666666666,1.3333333333333333,11.233333333333334,34.699999999999996,0.0,77.66666666666667,88.8,5.566666666666667,1.0,9.5,0.0
03-23,izmir-cigli,8.666666666666666,0.0,9.533333333333333,30.566666666666663,0.0,80.43333333333334,93.93333333333334,2.9333333333333336,1.0,8.6,0.0
03-23,izmir-dikili,3.6666666666666665,2.6666666666666665,9.5,38.266666666666666,0.0,84.39999999999999,158.20000000000002,3.1,30.666666666666668,8.5,0.0
03-23,izmir-foca,2.6666666666666665,0.6666666666666666,10.566666666666666,34.800000000000004,0.0,82.0,94.3,5.433333333333334,16.8,8.799999999999999,0.0
03-23,izmir-gaziemir,2.3333333333333335,0.6666666666666666,9.366666666666667,22.099999999999998,0.0,83.26666666666667,75.43333333333332,2.1999999999999997,4.366666666666666,8.5,0.0
03-23,izmir-guzelbahce,2.0,2.3333333333333335,10.4,24.366666666666664,0.0,80.63333333333334,87.76666666666667,3.6333333333333333,2.1,9.299999999999999,0.0
03-23,izmir-karabaglar,5.666666666666667,1.0,9.933333333333334,20.533333333333335,0.0,81.03333333333333,91.13333333333333,2.3666666666666667,4.466666666666667,9.166666666666666,0.0
03-23,izmir-karaburun,6.666666666666667,0.6666666666666666,10.633333333333333,43.03333333333334,0.0,85.26666666666667,130.36666666666667,4.0,27.166666666666668,9.366666666666667,0.0
03-23,izmir-karsiyaka,6.333333333333333,1.0,10.433333333333334,26.36666666666667,0.0,79.33333333333333,93.53333333333335,2.766666666666666,8.533333333333333,9.533333333333333,0.0
03-23,izmir-kemalpasa,8.333333333333334,0.0,7.966666666666666,33.93333333333333,0.0,92.73333333333333,101.86666666666667,2.2666666666666666,1.0,6.966666666666668,0.0
03-23,izmir-kinik,1.0,0.6666666666666666,8.733333333333334,47.13333333333333,0.0,84.26666666666667,104.56666666666666,2.5666666666666664,24.766666666666666,7.433333333333334,0.0
03-23,izmir-kiraz,5.0,0.3333333333333333,8.466666666666667,47.76666666666667,0.0,73.83333333333333,131.46666666666667,1.5333333333333332,3.6,7.7,0.0
03-23,izmir-konak,9.0,1.6666666666666667,10.733333333333334,22.400000000000002,0.0,80.5,92.26666666666665,2.433333333333333,5.3,9.966666666666667,0.0
03-23,izmir-menderes,6.333333333333333,0.3333333333333333,8.700000000000001,23.033333333333335,0.0,88.76666666666667,68.73333333333333,2.566666666666667,1.7333333333333334,7.633333333333333,0.0
03-23,izmir-menemen,6.666666666666667,3.6666666666666665,9.133333333333333,35.166666666666664,0.0,82.26666666666667,97.23333333333333,2.6666666666666665,4.833333333333333,7.866666666666667,0.0
03-23,izmir-narlidere,2.0,1.6666666666666667,11.166666666666666,22.766666666666666,0.0,77.3,102.13333333333333,2.4,1.0,10.633333333333333,0.0
03-23,izmir-odemis,7.333333333333333,1.0,9.266666666666667,42.73333333333333,0.0,69.89999999999999,81.16666666666667,1.2333333333333334,2.1,9.333333333333334,0.0
03-23,izmir-seferihisar,4.0,0.6666666666666666,10.433333333333332,24.0,0.0,81.53333333333333,80.4,4.433333333333334,6.2,8.966666666666667,0.0
03-23,izmir-selcuk,2.0,0.3333333333333333,9.633333333333333,33.1,0.0,88.33333333333333,82.73333333333333,2.3,3.266666666666667,8.9,0.0
03-23,izmir-tire,3.6666666666666665,1.6666666666666667,9.233333333333333,37.46666666666667,0.0,82.46666666666665,101.8,1.7666666666666668,3.5666666666666664,8.633333333333333,0.0
03-23,izmir-torbali,7.333333333333333,0.3333333333333333,9.433333333333334,28.3,0.0,81.8,65.63333333333334,2.5333333333333337,8.266666666666667,8.433333333333334,0.0
03-23,izmir-urla,8.666666666666666,1.0,9.6,27.400000000000002,0.0,82.16666666666667,69.63333333333333,4.333333333333333,1.0,8.1,0.0
03-23,manisa-ahmetli,2.0,0.0,12.3,88.6,0.0,59.1,205.3,3.5,1.0,11.7,0.0
03-23,manisa-akhisar,12.333333333333334,0.6666666666666666,9.0,39.0,0.0,79.86666666666666,184.9333333333333,3.1,10.866666666666667,7.566666666666667,0.0
03-23,manisa-alasehir,9.333333333333334,0.6666666666666666,9.6,35.56666666666667,0.0,68.53333333333333,226.4,1.1666666666666667,1.0,9.533333333333333,0.0
03-23,manisa-demirci,2.5,1.5,7.4,97.94999999999999,0.0,84.45,262.1,1.3499999999999999,38.55,6.75,0.0
03-23,manisa-gordes,2.3333333333333335,0.0,5.866666666666667,49.26666666666667,0.0,78.3,178.9,2.433333333333333,3.6666666666666665,3.9333333333333336,0.0
03-23,manisa-kirkagac,2.0,0.5,6.8500000000000005,50.8,0.0,83.25,105.85000000000001,2.6,36.5,5.1000000000000005,0.0
03-23,manisa-koprubasi,0.3333333333333333,1.0,8.566666666666666,61.76666666666667,0.0,76.60000000000001,168.66666666666666,1.7,32.13333333333333,7.8,0.0
03-23,manisa-kula,2.0,0.3333333333333333,6.433333333333334,54.56666666666666,0.0,72.46666666666667,164.5,2.8333333333333335,1.0,5.0,0.0
03-23,manisa-salihli,7.333333333333333,3.0,9.133333333333333,44.73333333333333,0.0,74.46666666666665,171.5666666666667,0.9,16.2,9.233333333333333,0.0
03-23,manisa-sarigol,3.3333333333333335,0.0,10.0,48.76666666666667,0.0,64.33333333333333,259.26666666666665,1.0999999999999999,1.0,9.9,0.0
03-23,manisa-saruhanli,4.0,0.0,8.7,48.5,0.0,73.35,113.75,3.45,2.8,6.85,0.0
03-23,manisa-sehzadeler,8.0,1.3333333333333333,8.566666666666666,36.36666666666667,0.0,86.60000000000001,122.26666666666667,1.4333333333333333,7.866666666666667,8.133333333333333,0.0
03-23,manisa-selendi,2.0,0.5,7.3500000000000005,49.3,0.0,56.75,126.75,2.85,21.05,5.3999999999999995,0.0
03-23,manisa-soma,5.333333333333333,1.3333333333333333,7.7,53.800000000000004,0.0,88.06666666666666,226.79999999999998,2.1999999999999997,24.099999999999998,6.400000000000001,0.0
03-23,manisa-turgutlu,7.333333333333333,1.6666666666666667,9.033333333333333,38.199999999999996,0.0,80.39999999999999,242.23333333333335,1.8666666666666665,4.3999999999999995,8.433333333333334,0.0
03-23,manisa-yunusemre,10.333333333333334,0.3333333333333333,8.633333333333333,36.53333333333333,0.0,86.73333333333333,123.96666666666665,1.5,7.566666666666666,8.200000000000001,0.0
03-24,izmir-aliaga,6.0,0.0,8.0,25.35,0.0,75.35,33.45,5.3,1.0,5.8500000000000005,0.0
03-24,izmir-balcova,1.0,2.0,6.5,10.4,0.0,66.0,355.9,3.0,1.0,4.3,0.0
03-24,izmir-bayindir,5.333333333333333,0.3333333333333333,6.866666666666667,38.6,0.0,76.16666666666667,14.1,5.566666666666666,1.0,3.8666666666666667,0.0
03-24,izmir-bayrakli,3.0,2.3333333333333335,7.5,21.933333333333334,0.0,72.39999999999999,32.166666666666664,4.533333333333334,1.0,5.033333333333334,0.0
03-24,izmir-bergama,3.6666666666666665,2.6666666666666665,5.466666666666666,31.53333333333333,0.0,75.93333333333334,49.46666666666667,4.1000000000000005,1.0,2.3333333333333335,0.0
03-24,izmir-beydag,1.0,1.0,10.3,2.0,0.0,90.5,73.6,0.7,1.0,10.3,0.0
03-24,izmir-bornova,7.0,2.6666666666666665,6.533333333333334,26.666666666666668,0.0,75.0,37.5,4.666666666666667,1.0,3.4,0.0
03-24,izmir-buca,6.0,3.3333333333333335,7.0,17.03333333333333,0.0,71.56666666666666,14.700000000000001,3.9333333333333336,1.0,4.666666666666667,0.0
03-24,izmir-cesme,15.333333333333334,0.6666666666666666,9.1,16.033333333333335,0.0,68.56666666666666,19.8,9.333333333333334,1.0,5.7,0.0
03-24,izmir-cigli,2.6666666666666665,3.0,6.866666666666667,25.666666666666668,0.0,75.43333333333334,16.466666666666665,3.8000000000000003,1.0,4.7,0.0
03-24,izmir-dikili,2.6666666666666665,2.6666666666666665,6.933333333333334,24.333333333333332,0.0,72.60000000000001,42.5,3.6333333333333333,1.0,4.8999999999999995,0.0
03-24,izmir-foca,3.3333333333333335,1.6666666666666667,7.933333333333334,15.300000000000002,0.0,73.63333333333334,28.466666666666665,7.7,1.0,4.766666666666667,0.0
03-24,izmir-gaziemir,1.0,0.0,6.566666666666666,24.400000000000002,0.0,72.39999999999999,354.8333333333333,3.8000000000000003,1.0,3.9666666666666663,0.0
03-24,izmir-guzelbahce,2.0,0.0,8.65,1.6,0.0,75.0,17.1,3.85,1.0,7.0,0.0
03-24,izmir-karabaglar,4.666666666666667,1.6666666666666667,7.366666666666667,20.666666666666668,0.0,71.10000000000001,9.266666666666666,3.6666666666666665,1.0,5.133333333333334,0.0
03-24,izmir-karaburun,5.666666666666667,0.6666666666666666,8.3,24.866666666666664,0.0,76.0,35.53333333333333,7.2,1.0,5.3,0.0
03-24,izmir-karsiyaka,5.333333333333333,4.333333333333333,8.066666666666666,20.666666666666668,0.0,70.03333333333333,20.3,3.933333333333333,1.0,5.833333333333333,0.0
03-24,izmir-kemalpasa,4.333333333333333,1.0,5.066666666666667,51.133333333333326,0.0,85.2,43.76666666666667,3.466666666666667,1.0,2.233333333333333,0.0
03-24,izmir-kinik,3.0,0.0,5.366666666666667,40.800000000000004,0.0,79.76666666666667,50.300000000000004,3.4000000000000004,1.0,2.6999999999999997,0.0
03-24,izmir-kiraz,3.3333333333333335,0.3333333333333333,6.566666666666667,39.733333333333334,0.0,81.10000000000001,48.099999999999994,1.1666666666666667,1.0,6.566666666666667,0.0
03-24,izmir-konak,9.333333333333334,1.6666666666666667,8.233333333333334,20.666666666666668,0.0,70.39999999999999,13.866666666666667,3.733333333333334,1.0,6.133333333333333,0.0
03-24,izmir-menderes,7.666666666666667,0.0,6.266666666666667,21.46666666666667,0.0,74.36666666666667,353.76666666666665,4.066666666666666,1.0,3.433333333333333,0.0
03-24,izmir-menemen,4.0,3.6666666666666665,6.466666666666666,28.7,0.0,75.36666666666666,36.333333333333336,3.1999999999999997,1.0,4.1000000000000005,0.0
03-24,izmir-narlidere,2.0,0.3333333333333333,8.066666666666668,24.333333333333332,0.0,74.13333333333334,247.36666666666667,3.6,1.0,6.099999999999999,0.0
03-24,izmir-odemis,8.333333333333334,2.0,7.633333333333333,38.36666666666667,0.0,73.06666666666666,340.40000000000003,1.2333333333333334,1.0,7.266666666666667,0.0
03-24,izmir-seferihisar,4.333333333333333,0.3333333333333333,7.866666666666667,18.566666666666666,0.0,73.96666666666665,9.566666666666666,7.133333333333333,1.0,4.633333333333334,0.0
03-24,izmir-selcuk,1.0,0.0,7.3,33.1,0.0,75.5,13.0,2.966666666666667,1.0,5.533333333333334,0.0
03-24,izmir-tire,6.0,0.6666666666666666,6.366666666666667,32.733333333333334,0.0,80.13333333333334,48.5,2.566666666666667,1.0,4.566666666666666,0.0
03-24,izmir-torbali,6.0,0.6666666666666666,7.066666666666666,35.06666666666667,0.0,69.83333333333333,242.0666666666667,3.3000000000000003,1.0,4.966666666666667,0.0
03-24,izmir-urla,5.333333333333333,2.3333333333333335,7.3,15.133333333333333,0.0,75.0,11.833333333333334,7.133333333333333,1.0,4.033333333333333,0.0
03-24,manisa-ahmetli,1.0,0.0,2.5,100.0,0.0,93.7,323.8,2.9,1.0,-0.4,0.0
03-24,manisa-akhisar,5.0,1.3333333333333333,5.8,48.86666666666667,0.0,77.23333333333333,125.36666666666667,4.5,1.0,2.6,0.0
03-24,manisa-alasehir,6.333333333333333,1.3333333333333333,6.333333333333333,45.4,0.0,82.36666666666666,307.09999999999997,2.466666666666667,1.0,4.566666666666667,0.0
03-24,manisa-demirci,2.0,0.0,-0.4,100.0,0.0,86.7,346.0,3.2,1.0,-4.2,0.0
03-24,manisa-golmarmara,1.5,0.0,4.199999999999999,58.4,0.0,80.45,336.05,2.9,1.0,1.8,0.0
03-24,manisa-gordes,3.0,0.0,0.6000000000000001,79.9,0.0,83.1,7.0,4.65,1.0,-3.95,0.0
03-24,manisa-kirkagac,1.3333333333333333,0.3333333333333333,4.5,61.13333333333333,0.0,83.16666666666667,238.33333333333334,3.533333333333333,1.0,1.5666666666666667,0.0
03-24,manisa-koprubasi,0.0,1.0,3.1,16.6,0.0,78.6,11.8,2.2,1.0,0.9,0.0
03-24,manisa-kula,0.5,3.0,0.9500000000000001,50.2,0.0,88.0,170.1,2.95,1.0,-2.3,0.0
03-24,manisa-salihli,6.666666666666667,0.3333333333333333,6.933333333333333,56.76666666666667,0.0,79.96666666666665,261.73333333333335,2.1666666666666665,1.0,5.466666666666666,0.0
03-24,manisa-sarigol,2.5,1.0,4.9,62.5,0.0,78.05000000000001,304.25,2.2,1.0,3.05,0.0
03-24,manisa-saruhanli,4.0,0.3333333333333333,6.433333333333334,47.06666666666666,0.0,72.36666666666666,38.266666666666666,3.733333333333334,1.0,3.866666666666667,0.0
03-24,manisa-sehzadeler,4.0,1.3333333333333333,6.0,46.76666666666667,0.0,77.63333333333334,68.7,2.066666666666667,2.033333333333333,4.6000000000000005,0.0
03-24,manisa-selendi,3.5,0.0,6.1,51.4,0.0,82.94999999999999,178.4,1.7999999999999998,1.0,4.85,0.0
03-24,manisa-soma,1.0,0.3333333333333333,4.6000000000000005,63.53333333333333,0.0,84.33333333333333,16.333333333333332,3.5,1.0,1.7333333333333332,0.0
03-24,manisa-turgutlu,8.0,0.3333333333333333,5.466666666666666,48.166666666666664,0.0,81.36666666666666,290.40000000000003,1.8666666666666665,1.0,4.6000000000000005,0.0
03-24,manisa-yunusemre,10.0,1.0,6.066666666666666,46.166666666666664,0.0,77.93333333333334,72.86666666666666,2.1333333333333333,2.1333333333333333,4.6000000000000005,0.0
03-25,izmir-aliaga,4.666666666666667,1.6666666666666667,7.5,32.4,0.0,72.96666666666667,56.03333333333333,3.233333333333333,1.0,5.7,0.0
03-25,izmir-balcova,1.0,2.0,9.0,0.0,0.0,65.5,22.2,1.2,1.0,9.0,0.0
03-25,izmir-bayindir,2.6666666666666665,2.3333333333333335,6.133333333333333,31.400000000000002,0.0,74.60000000000001,6.2,2.6,1.0,4.433333333333333,0.0
03-25,izmir-bayrakli,4.0,1.6666666666666667,7.433333333333334,32.13333333333333,0.0,72.86666666666666,36.4,2.3000000000000003,1.0,6.1000000000000005,0.0
03-25,izmir-bergama,3.0,1.6666666666666667,5.566666666666666,31.8,0.0,73.83333333333333,56.53333333333333,2.3666666666666667,1.0,3.9333333333333336,0.0
03-25,izmir-beydag,1.0,0.0,5.3,0.0,0.0,53.4,274.6,0.9,1.0,5.3,0.0
03-25,izmir-bornova,9.333333333333334,5.0,6.566666666666666,32.13333333333333,0.0,74.53333333333333,41.733333333333334,2.433333333333333,1.0,5.0,0.0
03-25,izmir-buca,9.666666666666666,1.3333333333333333,6.633333333333333,32.233333333333334,0.0,75.3,127.86666666666667,2.033333333333333,1.0,5.433333333333334,0.0
03-25,izmir-cesme,16.333333333333332,1.6666666666666667,9.833333333333334,31.333333333333332,0.0,74.23333333333333,133.86666666666667,5.266666666666667,1.0,8.1,0.0
03-25,izmir-cigli,5.333333333333333,3.6666666666666665,7.333333333333333,31.733333333333334,0.0,74.3,52.43333333333334,2.033333333333333,1.0,5.966666666666666,0.0
03-25,izmir-dikili,6.0,0.3333333333333333,7.3,31.366666666666664,0.0,74.60000000000001,61.03333333333333,2.1666666666666665,1.0,6.400000000000001,0.0
03-25,izmir-foca,4.333333333333333,0.0,8.5,33.233333333333334,0.0,72.96666666666667,38.199999999999996,4.433333333333334,1.0,6.5,0.0
03-25,izmir-gaziemir,5.0,2.0,4.949999999999999,47.9,0.0,62.849999999999994,177.64999999999998,2.25,1.0,3.0999999999999996,0.0
03-25,izmir-guzelbahce,5.0,0.0,4.9,97.3,0.0,66.8,19.7,4.7,1.0,1.3,0.0
03-25,izmir-karabaglar,5.0,1.6666666666666667,7.366666666666667,32.300000000000004,0.0,76.16666666666667,118.80000000000001,1.8666666666666665,1.0,6.466666666666666,0.0
03-25,izmir-karaburun,4.666666666666667,0.0,9.233333333333334,32.4,0.0,78.96666666666667,36.800000000000004,3.466666666666667,1.0,7.8,0.0
03-25,izmir-karsiyaka,4.0,3.6666666666666665,8.133333333333335,32.166666666666664,0.0,71.93333333333334,25.833333333333332,1.9333333333333333,1.0,7.233333333333334,0.0
03-25,izmir-kemalpasa,2.3333333333333335,1.3333333333333333,5.733333333333334,32.06666666666667,0.0,77.26666666666667,32.43333333333333,2.1,1.0,4.233333333333333,0.0
03-25,izmir-kinik,1.0,1.0,7.1,0.0,0.0,74.4,103.65,1.4,1.0,6.65,0.0
